name,place,sum_views,pref,geometry,address
髙橋宏斗,尾張旭市,323847.0,愛知県,POINT (137.03722 35.208148),"尾張旭市, 愛知県, 日本"
松野博一,木更津市,323662.0,千葉県,POINT (139.9166797 35.3759734),"木更津市, 千葉県, 日本"
梅宮辰夫,会津若松市,322504.0,福島県,POINT (139.942135 37.48043),"会津若松市, 福島県, 日本"
栗城史多,今金町,321651.0,北海道,POINT (140.009215 42.4294084),"今金町, 瀬棚郡, 檜山振興局, 北海道, 049-4333, 日本"
大鵬幸喜,弟子屈町,321557.0,北海道,POINT (144.4594075 43.4852911),"弟子屈町, 川上郡, 釧路総合振興局, 北海道, 日本"
前田智徳,玉名市,321318.0,熊本県,POINT (130.5628137 32.9352591),"玉名市, 熊本県, 865-0005, 日本"
どぶろっく,基山町,320077.0,佐賀県,POINT (130.5204563 33.4277739),"基山町, 三養基郡, 佐賀県, 日本"
研ナオコ,伊豆市,319990.0,静岡県,POINT (138.9467078 34.9764551),"伊豆市, 静岡県, 日本"
加藤英美里,福生市,318511.0,東京都,POINT (139.334682 35.737188),"福生市, 東京都, 日本"
林ゆめ,富良野市,317482.0,北海道,POINT (142.383188 43.3419744),"富良野市, 上川総合振興局, 北海道, 日本"
松山千春,三好市,315814.0,徳島県,POINT (133.8071946 34.0257497),"三好市, 徳島県, 日本"
栗原恵,江田島市,315064.0,広島県,POINT (132.4622276 34.1749619),"江田島市, 広島県, 日本"
高山一実,南房総市,314947.0,千葉県,POINT (139.8371399 35.0387486),"南房総市, 千葉県, 日本"
大島麻衣,野田市,314618.0,千葉県,POINT (139.8748667 35.9549076),"野田市, 千葉県, 日本"
鳥居みゆき,行田市,313331.0,埼玉県,POINT (139.4559001 36.1386052),"行田市, 埼玉県, 日本"
石井琢朗,佐野市,312544.0,栃木県,POINT (139.578429 36.3144119),"佐野市, 栃木県, 日本"
石井琢朗,鳴門市,312544.0,徳島県,POINT (134.608408 34.1725784),"鳴門市, 徳島県, 日本"
又吉直樹,名護市,312185.0,沖縄県,POINT (127.9773062 26.5914524),"名護市, 沖縄県, 905-8540, 日本"
又吉直樹,瀬戸内町,312185.0,鹿児島県,POINT (129.310858 28.159287),"瀬戸内町, 大島郡, 鹿児島県, 日本"
みのもんた,江南市,311485.0,愛知県,POINT (136.866742 35.344508),"江南市, 愛知県, 日本"
田中裕二 (お笑い芸人),小郡市,311336.0,福岡県,POINT (130.5554371 33.3963946),"小郡市, 福岡県, 838-0113, 日本"
田中美佐子,海士町,309930.0,島根県,POINT (133.0969413 36.0964998),"海士町, 隠岐郡, 島根県, 684-0404, 日本"
竹下登,雲南市,309895.0,島根県,POINT (132.9001494 35.2880963),"雲南市, 島根県, 日本"
板尾創路,富田林市,309823.0,大阪府,POINT (135.595519 34.478781),"富田林市, 大阪府, 日本"
石井浩郎,八郎潟町,306913.0,秋田県,POINT (140.0733728 39.9493426),"八郎潟町, 南秋田郡, 秋田県, 018-1613, 日本"
杉浦太陽,玉野市,306705.0,岡山県,POINT (133.9460028 34.491942),"玉野市, 岡山県, 日本"
石垣佑磨,輪之内町,305347.0,岐阜県,POINT (136.6344732 35.2848875),"輪之内町, 安八郡, 岐阜県, 日本"
石垣佑磨,富岡市,305347.0,群馬県,POINT (138.8899792 36.2598266),"富岡市, 群馬県, 日本"
吉田美和,池田町,304875.0,北海道,POINT (143.4484541 42.9287649),"池田町, 中川郡(十勝国), 十勝総合振興局, 北海道, 083-0002, 日本"
福島瑞穂,日南市,303940.0,宮崎県,POINT (131.3788769 31.6019221),"日南市, 宮崎県, 日本"
ゴルゴ13,遠野市,303573.0,岩手県,POINT (141.5314591 39.3306091),"遠野市, 岩手県, 日本"
池井戸潤,八百津町,303565.0,岐阜県,POINT (137.141068 35.4755935),"八百津町, 加茂郡, 岐阜県, 日本"
三遊亭小遊三,岩手町,301183.0,岩手県,POINT (141.2119414 39.9721005),"岩手町, 岩手郡, 岩手県, 028-4303, 日本"
三遊亭小遊三,大月市,301183.0,山梨県,POINT (138.916862 35.643042),"大月市, 山梨県, 日本"
永井大,糸魚川市,300534.0,新潟県,POINT (137.8627939 37.0390341),"糸魚川市, 新潟県, 日本"
与謝野晶子,みなかみ町,300298.0,群馬県,POINT (138.9991545 36.6785606),"みなかみ町, 利根郡, 群馬県, 日本"
根津甚八 (俳優),都留市,299319.0,山梨県,POINT (138.9054872 35.5516184),"都留市, 山梨県, 日本"
野田サトル,北広島市,299279.0,北海道,POINT (141.5629536 42.9853877),"北広島市, 石狩振興局, 北海道, 日本"
森尾由美,草加市,297678.0,埼玉県,POINT (139.8061784 35.8262233),"草加市, 埼玉県, 日本"
北の富士勝昭,美幌町,297328.0,北海道,POINT (144.1083256 43.8232954),"美幌町, 網走郡, オホーツク総合振興局, 北海道, 日本"
木村沙織,八潮市,297211.0,埼玉県,POINT (139.8386867 35.8226404),"八潮市, 埼玉県, 日本"
岡野陽一,敦賀市,296491.0,福井県,POINT (136.0734634 35.6445135),"敦賀市, 福井県, 日本"
里見浩太朗,南部町,296347.0,山梨県,POINT (138.458633 35.259129),"南部町, 南巨摩郡, 山梨県, 日本"
高畑勲,伊勢市,294091.0,三重県,POINT (136.7271774 34.4996115),"伊勢市, 三重県, 516-0037, 日本"
なかにし礼,珠洲市,291828.0,石川県,POINT (137.2484135 37.438147),"珠洲市, 石川県, 日本"
なかにし礼,青森市,291828.0,青森県,POINT (140.7471238 40.8221517),"青森市, 青森県, 日本"
HITOE,八重瀬町,291306.0,沖縄県,POINT (127.732141 26.124267),"八重瀬町, 島尻郡, 沖縄県, 日本"
滝菜月,音更町,291179.0,北海道,POINT (143.198146 42.9942767),"音更町, 河東郡, 十勝総合振興局, 北海道, 日本"
芦澤竜誠,南アルプス市,290006.0,山梨県,POINT (138.4649893 35.6083617),"南アルプス市, 山梨県, 日本"
山城新伍,小浜市,289873.0,福井県,POINT (135.7446614 35.4938281),"小浜市, 福井県, 日本"
秋山竜次,天草市,289185.0,熊本県,POINT (130.1930487 32.4585127),"天草市, 熊本県, 863-0014, 日本"
酒井若菜,野木町,288594.0,栃木県,POINT (139.7407775 36.2331301),"野木町, 下都賀郡, 栃木県, 329-0102, 日本"
濱口優,志摩市,288492.0,三重県,POINT (136.8196451 34.3411841),"志摩市, 三重県, 日本"
五木ひろし,美浜町,288414.0,福井県,POINT (135.9431844 35.6009142),"美浜町, 三方郡, 福井県, 日本"
伊東美咲,河内長野市,287375.0,大阪府,POINT (135.5643131 34.4575979),"河内長野市, 大阪府, 日本"
高橋治則,平戸市,287265.0,長崎県,POINT (129.5539153 33.3680705),"平戸市, 長崎県, 日本"
木下博勝,深川市,285095.0,北海道,POINT (142.0540685 43.7234297),"深川市, 空知総合振興局, 北海道, 日本"
永尾亜子,新上五島町,282839.0,長崎県,POINT (129.081617 32.956429),"新上五島町, 南松浦郡, 長崎県, 日本"
二階俊博,御坊市,281847.0,和歌山県,POINT (135.152572 33.8913819),"御坊市, 和歌山県, 日本"
高橋愛,坂井市,280841.0,福井県,POINT (136.2262832 36.1677146),"坂井市, 福井県, 日本"
渡辺美里,小松市,280818.0,石川県,POINT (136.4495465 36.4032931),"小松市, 石川県, 日本"
渡辺美里,精華町,280818.0,京都府,POINT (135.77213 34.7566235),"精華町, 相楽郡, 京都府, 日本"
落合福嗣,飯田市,279432.0,長野県,POINT (137.8219519 35.5147101),"飯田市, 長野県, 日本"
坂本冬美,上富田町,278988.0,和歌山県,POINT (135.4213212 33.6971265),"上富田町, 朝来街道, 朝来, 上富田町, 西牟婁郡, 和歌山県, 649-2192, 日本"
ギャル曽根,舞鶴市,277923.0,京都府,POINT (135.34844 35.4704853),"舞鶴市, 京都府, 日本"
谷垣禎一,福知山市,277183.0,京都府,POINT (135.126643 35.2966996),"福知山市, 京都府, 日本"
島崎藤村,中津川市,277084.0,岐阜県,POINT (137.5005402 35.4876463),"中津川市, 岐阜県, 日本"
小渕恵三,中之条町,277042.0,群馬県,POINT (138.8409055 36.5898911),"中之条町, 吾妻郡, 群馬県, 日本"
大江健三郎,内子町,276723.0,愛媛県,POINT (132.6500056 33.5495987),"内子町, 喜多郡, 愛媛県, 791-3301, 日本"
井伊直弼,彦根市,275108.0,滋賀県,POINT (136.215376 35.254276),"彦根市, 滋賀県, 日本"
船越英一郎,湯河原町,274063.0,神奈川県,POINT (139.1207299 35.1667838),"湯河原町, 足柄下郡, 神奈川県, 日本"
堀田賢慎,花巻市,274000.0,岩手県,POINT (141.1169618 39.3884038),"花巻市, 岩手県, 日本"
羽多野渉,白河市,273524.0,福島県,POINT (140.2107192 37.1263397),"白河市, 福島県, 日本"
羽多野渉,朝日村,273524.0,長野県,POINT (137.825713 36.104265),"朝日村, 東筑摩郡, 長野県, 日本"
泉ピン子,銚子市,272775.0,千葉県,POINT (140.8272667 35.7345338),"銚子市, 千葉県, 日本"
ゆりやんレトリィバァ,吉野町,270620.0,奈良県,POINT (135.8939796 34.3946527),"吉野町, 吉野郡, 奈良県, 日本"
坂上田村麻呂,いすみ市,270300.0,千葉県,POINT (140.3849461 35.2539394),"いすみ市, 千葉県, 日本"
雷電爲右エ門,東御市,269922.0,長野県,POINT (138.3305353 36.3594225),"東御市, 長野県, 日本"
前川喜平,御所市,269538.0,奈良県,POINT (135.740175 34.4631877),"御所市, 奈良県, 日本"
安倍晴明,桜井市,268339.0,奈良県,POINT (135.8434724 34.5186316),"桜井市, 奈良県, 日本"
大野いと,中間市,268123.0,福岡県,POINT (130.7090761 33.8164202),"中間市, 福岡県, 809-0013, 日本"
稲本潤一,湧水町,266953.0,鹿児島県,POINT (130.7308979 31.9685868),"湧水町, 姶良郡, 鹿児島県, 日本"
真矢ミキ,庄内町,265788.0,山形県,POINT (139.9042443 38.8499339),"庄内町, 東田川郡, 山形県, 日本"
富田靖子,志免町,265121.0,福岡県,POINT (130.483388 33.583952),"志免町, 糟屋郡, 福岡県, 811-2244, 日本"
高田みづえ,南九州市,263760.0,鹿児島県,POINT (130.4416754 31.3782842),"南九州市, 鹿児島県, 日本"
夏樹陽子,犬山市,261828.0,愛知県,POINT (136.9845491 35.3609734),"犬山市, 愛知県, 日本"
今敏,釧路市,259215.0,北海道,POINT (144.3820491 42.9849503),"釧路市, 釧路総合振興局, 北海道, 日本"
琴ノ若傑太,尾花沢市,258565.0,山形県,POINT (140.406101 38.6006499),"尾花沢市, 山形県, 日本"
琴ノ若傑太,倉吉市,258565.0,鳥取県,POINT (133.825525 35.430166),"倉吉市, 鳥取県, 日本"
三浦大輔,橿原市,257385.0,奈良県,POINT (135.792955 34.5094067),"橿原市, 奈良県, 日本"
西田有志,いなべ市,257347.0,三重県,POINT (136.5043894 35.1573562),"いなべ市, 三重県, 日本"
山﨑武司,知多市,256038.0,愛知県,POINT (136.860738 34.970089),"知多市, 愛知県, 日本"
岩崎弥太郎,安芸市,255630.0,高知県,POINT (133.9072127 33.5019095),"安芸市, 高知県, 日本"
夏菜,戸田市,254538.0,埼玉県,POINT (139.6778944 35.8175874),"戸田市, 埼玉県, 日本"
小林由美子,匝瑳市,254512.0,千葉県,POINT (140.5645144 35.70794),"匝瑳市, 千葉県, 日本"
手嶌葵,春日市,253189.0,福岡県,POINT (130.4704269 33.5330716),"春日市, 福岡県, 日本"
稀勢の里寛,牛久市,253153.0,茨城県,POINT (140.1494034 35.9794247),"牛久市, 茨城県, 日本"
丸岡いずみ,美馬市,251546.0,徳島県,POINT (134.1700644 34.0537915),"美馬市, 徳島県, 日本"
成田三樹夫,酒田市,251265.0,山形県,POINT (139.8364101 38.9147229),"酒田市, 45, 国道112号, 本町二丁目, 酒田市, 山形県, 998-0043, 日本"
永守重信,向日市,250564.0,京都府,POINT (135.700666 34.9492795),"向日市, 京都府, 日本"
藤林温子,あわら市,250230.0,福井県,POINT (136.2290431 36.2113447),"あわら市, 福井県, 919-0692, 日本"
安野希世乃,涌谷町,249665.0,宮城県,POINT (141.1281056 38.5396261),"涌谷町, 遠田郡, 宮城県, 日本"
中野拓夢,天童市,249424.0,山形県,POINT (140.3776345 38.362174),"天童市, 山形県, 日本"
片山さつき,海田町,249103.0,広島県,POINT (132.548831 34.374379),"海田町, 安芸郡, 広島県, 日本"
斎藤裕 (格闘家),能代市,248992.0,秋田県,POINT (140.0271517 40.2118417),"能代市, 秋田県, 016-0814, 日本"
早見優,熱海市,247506.0,静岡県,POINT (139.059891 35.08992),"熱海市, 静岡県, 日本"
岡田義徳,大野町,246552.0,岐阜県,POINT (136.6276115 35.469701),"大野町, 揖斐郡, 岐阜県, 日本"
小島よしお,久米島町,246440.0,沖縄県,POINT (126.799142 26.342307),"久米島町, 島尻郡, 沖縄県, 日本"
太田道灌,伊勢原市,246207.0,神奈川県,POINT (139.2996106 35.4023968),"伊勢原市, 神奈川県, 日本"
堤義明,阿賀野市,246148.0,新潟県,POINT (139.2258539 37.8343618),"阿賀野市, 新潟県, 日本"
嶋基宏,海津市,245611.0,岐阜県,POINT (136.637211 35.2205087),"海津市, 岐阜県, 日本"
乙葉,池田町,245063.0,長野県,POINT (137.8745901 36.4213273),"池田町, 北安曇郡, 長野県, 399-8601, 日本"
久本雅美,美波町,243686.0,徳島県,POINT (134.5339438 33.7205692),"美波町, 海部郡, 徳島県, 日本"
ゆにばーす,王寺町,243252.0,奈良県,POINT (135.7037145 34.5919858),"王寺町, 北葛城郡, 奈良県, 日本"
夏井いつき,愛南町,242012.0,愛媛県,POINT (132.5624807 32.9603698),"愛南町, 南宇和郡, 愛媛県, 日本"
片桐仁,宮代町,241639.0,埼玉県,POINT (139.722628 36.0227087),"宮代町, 南埼玉郡, 埼玉県, 日本"
中岡創一,藤井寺市,240175.0,大阪府,POINT (135.610936 34.575514),"藤井寺市, 大阪府, 583-0021, 日本"
大西礼芳,度会町,239865.0,三重県,POINT (136.5808623 34.3975148),"度会町, 度会郡, 三重県, 日本"
有村昆,上田市,239613.0,長野県,POINT (138.2490506 36.4021192),"上田市, 長野県, 日本"
宮本信子,小松島市,239571.0,徳島県,POINT (134.5906577 34.0044235),"小松島市, 徳島県, 日本"
あだち充,伊勢崎市,239281.0,群馬県,POINT (139.1968083 36.3111734),"伊勢崎市, 群馬県, 日本"
樋口季一郎,大垣市,237399.0,岐阜県,POINT (136.6179746 35.3671141),"大垣市, 岐阜県, 日本"
吉澤ひとみ,三芳町,236887.0,埼玉県,POINT (139.526484 35.8280709),"三芳町, 入間郡, 埼玉県, 日本"
渡辺いっけい,豊川市,236347.0,愛知県,POINT (137.378586 34.827644),"豊川市, 愛知県, 日本"
大江麻理子,豊前市,236178.0,福岡県,POINT (131.1304409 33.6114994),"豊前市, 福岡県, 日本"
黒木知宏,日向市,236079.0,宮崎県,POINT (131.6244443 32.4225483),"日向市, 宮崎県, 日本"
永井真理子,御殿場市,235936.0,静岡県,POINT (138.877573 35.301048),"御殿場市, 静岡県, 日本"
高田万由子,佐渡市,235692.0,新潟県,POINT (138.3683995 38.0182578),"佐渡市, 新潟県, 日本"
HY (バンド),うるま市,234795.0,沖縄県,POINT (127.851324 26.384705),"うるま市, 沖縄県, 904-2292, 日本"
小林繁,琴浦町,234732.0,鳥取県,POINT (133.692815 35.495189),"琴浦町, 東伯郡, 鳥取県, 日本"
佐田正樹,篠栗町,234698.0,福岡県,POINT (130.553806 33.6244543),"篠栗町, 糟屋郡, 福岡県, 日本"
蝶野正洋,大洲市,234516.0,愛媛県,POINT (132.5446842 33.506488),"大洲市, 愛媛県, 日本"
東村アキコ,串間市,234197.0,宮崎県,POINT (131.2282568 31.4649768),"串間市, 宮崎県, 888-8555, 日本"
塚地武雅,阪南市,233939.0,大阪府,POINT (135.2398397 34.3595067),"阪南市, 大阪府, 日本"
塚地武雅,黒潮町,233939.0,高知県,POINT (132.9983969 33.0119279),"黒潮町, 幡多郡, 高知県, 日本"
遠藤章造,南部町,233869.0,鳥取県,POINT (133.3268621 35.3403067),"南部町, 西伯郡, 鳥取県, 日本"
天童よしみ,只見町,232471.0,福島県,POINT (139.3161722 37.3488553),"只見町, 南会津郡, 福島県, 日本"
森且行,会津坂下町,231303.0,福島県,POINT (139.8217696 37.5614676),"会津坂下町, 河沼郡, 福島県, 日本"
栗原はるみ,下田市,230648.0,静岡県,POINT (138.945379 34.679545),"下田市, 静岡県, 415-8501, 日本"
二岡智宏,三次市,230473.0,広島県,POINT (132.851691 34.81024),"三次市, 広島県, 日本"
マッコイ斎藤,鮭川村,230426.0,山形県,POINT (140.2226815 38.7961273),"鮭川村, 最上郡, 山形県, 999-5202, 日本"
猪瀬直樹,飯山市,229558.0,長野県,POINT (138.3654364 36.8517629),"飯山市, 長野県, 日本"
レイザーラモンHG,播磨町,229331.0,兵庫県,POINT (134.8658915 34.7100885),"播磨町, 加古郡, 兵庫県, 日本"
中原麻衣,伊方町,228821.0,愛媛県,POINT (132.3560996 33.4896014),"伊方町, 西宇和郡, 愛媛県, 日本"
佐藤龍世,厚岸町,228151.0,北海道,POINT (144.8476917 43.0518221),"厚岸町, 厚岸郡, 釧路総合振興局, 北海道, 日本"
川津祐介,越前市,227749.0,福井県,POINT (136.1689317 35.9034571),"越前市, 福井県, 日本"
新渡戸稲造,十和田市,227177.0,青森県,POINT (141.206023 40.6127405),"十和田市, 青森県, 日本"
稲尾和久,別府市,226776.0,大分県,POINT (131.4913063 33.2845752),"別府市, 大分県, 日本"
渡部豪太,日立市,226559.0,茨城県,POINT (140.6504604 36.5991225),"日立市, 茨城県, 日本"
山下清,我孫子市,223254.0,千葉県,POINT (140.0280653 35.863999),"我孫子市, 千葉県, 日本"
稲葉篤紀,北名古屋市,222888.0,愛知県,POINT (136.879032 35.244369),"北名古屋市, 愛知県, 日本"
若乃花幹士 (2代),大鰐町,221396.0,青森県,POINT (140.5682627 40.5181996),"大鰐町, 南津軽郡, 青森県, 日本"
バービー (お笑い芸人),栗山町,220383.0,北海道,POINT (141.7842989 43.0562873),"栗山町, 夕張郡, 空知総合振興局, 北海道, 日本"
松陰寺太勇,光市,220281.0,山口県,POINT (131.9425203 33.9615807),"光市, 山口県, 日本"
又吉克樹,浦添市,219660.0,沖縄県,POINT (127.716591 26.249754),"浦添市, 沖縄県, 901-2501, 日本"
神田伯山 (6代目),唐津市,219289.0,佐賀県,POINT (129.9679345 33.4503405),"唐津市, 佐賀県, 日本"
吹越満,東北町,218799.0,青森県,POINT (141.2579371 40.7279915),"東北町, 上北郡, 青森県, 日本"
朝加真由美,北斗市,217609.0,北海道,POINT (140.6529686 41.8240228),"北斗市, 渡島総合振興局, 北海道, 日本"
広澤克実,結城市,217037.0,茨城県,POINT (139.8771403 36.3052945),"結城市, 茨城県, 日本"
升田尚宏,松前町,216328.0,愛媛県,POINT (132.7120985 33.7881037),"松前町, 伊予郡, 愛媛県, 日本"
椿鬼奴,喜界町,216180.0,鹿児島県,POINT (129.975103 28.321216),"喜界町, 大島郡, 鹿児島県, 日本"
宮本真希,八幡浜市,216175.0,愛媛県,POINT (132.4235208 33.4627983),"八幡浜市, 愛媛県, 796-0087, 日本"
小宮有紗,下野市,215802.0,栃木県,POINT (139.8518331 36.395081),"下野市, 栃木県, 日本"
永山則夫,網走市,215801.0,北海道,POINT (144.2732035 44.0206027),"網走市, オホーツク総合振興局, 北海道, 日本"
永山則夫,板柳町,215801.0,青森県,POINT (140.4579114 40.696039),"板柳町, 北津軽郡, 青森県, 日本"
渡辺二郎,矢掛町,215706.0,岡山県,POINT (133.5870434 34.6275353),"矢掛町, 小田郡, 岡山県, 日本"
池田伸子,十日町市,215564.0,新潟県,POINT (138.755504 37.1276085),"十日町市, 新潟県, 日本"
北川悦吏子,美濃加茂市,215324.0,岐阜県,POINT (137.0155052 35.4406551),"美濃加茂市, 岐阜県, 日本"
池江璃花子,霧島市,214714.0,鹿児島県,POINT (130.7632406 31.7410148),"霧島市, 鹿児島県, 899-4394, 日本"
藤波辰爾,国東市,214528.0,大分県,POINT (131.7322544 33.5632982),"国東市, 大分県, 日本"
岡崎朋美,清里町,213427.0,北海道,POINT (144.5945252 43.8349367),"清里町, 斜里郡, オホーツク総合振興局, 北海道, 日本"
岡本公三,芦北町,213059.0,熊本県,POINT (130.5465555 32.2963945),"芦北町, 葦北郡, 熊本県, 日本"
古舘伊知郎,伊万里市,212019.0,佐賀県,POINT (129.8808439 33.2644557),"伊万里市, 佐賀県, 日本"
磯野貴理子,南伊勢町,211485.0,三重県,POINT (136.7126046 34.3670821),"南伊勢町, 度会郡, 三重県, 日本"
正代直也,宇土市,210682.0,熊本県,POINT (130.6598222 32.6879177),"宇土市, 熊本県, 日本"
扇久保博正,久慈市,210681.0,岩手県,POINT (141.7756812 40.1904323),"久慈市, 岩手県, 028-0041, 日本"
那須大亮,枕崎市,210101.0,鹿児島県,POINT (130.2970739 31.2728756),"枕崎市, 鹿児島県, 日本"
宮根誠司,大田市,209502.0,島根県,POINT (132.4994679 35.1920988),"大田市, 島根県, 日本"
福島正則,高山村,208969.0,長野県,POINT (138.3632529 36.6796563),"高山村, 上高井郡, 長野県, 日本"
福島正則,あま市,208969.0,愛知県,POINT (136.793513 35.191379),"あま市, 愛知県, 日本"
中谷潤人,東員町,208495.0,三重県,POINT (136.5928023 35.081943),"東員町, 員弁郡, 三重県, 511-0255, 日本"
大家志津香,福津市,207777.0,福岡県,POINT (130.4913329 33.7668264),"福津市, 福岡県, 日本"
相島一之,熊谷市,207565.0,埼玉県,POINT (139.3886141 36.1472472),"熊谷市, 埼玉県, 日本"
加藤一二三,嘉麻市,206601.0,福岡県,POINT (130.7118029 33.5632103),"嘉麻市, 福岡県, 日本"
いときん,三田市,206096.0,兵庫県,POINT (135.2284629 34.8889881),"三田市, 兵庫県, 日本"
鈴木啓示,西脇市,205115.0,兵庫県,POINT (134.996262 35.0125755),"西脇市, 兵庫県, 677-0056, 日本"
武田真一,高森町,204725.0,熊本県,POINT (131.204628 32.840688),"高森町, 阿蘇郡, 熊本県, 日本"
永井豪,輪島市,204712.0,石川県,POINT (136.8994281 37.3905644),"輪島市, 石川県, 日本"
だいたひかる,東松山市,204506.0,埼玉県,POINT (139.399796 36.0421523),"東松山市, 埼玉県, 日本"
植木等,大台町,204429.0,三重県,POINT (136.3213562 34.3476784),"大台町, 多気郡, 三重県, 519-2404, 日本"
中山雄太,龍ケ崎市,204407.0,茨城県,POINT (140.181878 35.9113158),"龍ケ崎市, 茨城県, 日本"
中島敦,久喜市,203285.0,埼玉県,POINT (139.6667081 36.0618828),"久喜市, 埼玉県, 日本"
横川凱,米原市,202882.0,滋賀県,POINT (136.3292136 35.302484),"米原市, 滋賀県, 日本"
堀島行真,池田町,200629.0,岐阜県,POINT (136.5745631 35.4418569),"池田町, 揖斐郡, 岐阜県, 日本"
尾崎里紗 (アナウンサー),宮若市,200207.0,福岡県,POINT (130.6667511 33.7235894),"宮若市, 福岡県, 日本"
本田宗一郎,和光市,198463.0,埼玉県,POINT (139.6058692 35.7817053),"和光市, 埼玉県, 日本"
駒田徳広,三宅町,197805.0,奈良県,POINT (135.7762617 34.5735485),"三宅町, 磯城郡, 奈良県, 636-0213, 日本"
米良美一,西都市,197675.0,宮崎県,POINT (131.4012532 32.1086073),"西都市, 宮崎県, 日本"
IKKO,福智町,194515.0,福岡県,POINT (130.7801815 33.6831607),"福智町, 田川郡, 福岡県, 日本"
片岡篤史,久御山町,192813.0,京都府,POINT (135.740302 34.8882058),"久御山町, 久世郡, 京都府, 日本"
野上慎平,和気町,192175.0,岡山県,POINT (134.1573964 34.8028249),"和気町, 泉衣笠線, 尺所, 和気町, 和気郡, 岡山県, 日本"
森崎博之,東川町,191575.0,北海道,POINT (142.5104152 43.6991046),"東川町, 上川郡(石狩国), 上川総合振興局, 北海道, 日本"
中村奨吾,三木市,191532.0,兵庫県,POINT (135.0765718 34.8533422),"三木市, 兵庫県, 日本"
則本昂大,多賀町,191100.0,滋賀県,POINT (136.3264724 35.2144706),"多賀町, 犬上郡, 滋賀県, 日本"
平野ノラ,読谷村,190755.0,沖縄県,POINT (127.74201 26.397613),"読谷村, 中頭郡, 沖縄県, 日本"
川崎憲次郎,佐伯市,190687.0,大分県,POINT (131.8996704 32.9601732),"佐伯市, 大分県, 日本"
嶺井博希,南城市,190545.0,沖縄県,POINT (127.771152 26.1625434),"南城市, 沖縄県, 日本"
芹那,岩見沢市,189820.0,北海道,POINT (141.7753595 43.1960638),"岩見沢市, 空知総合振興局, 北海道, 日本"
桂三度,高島市,189611.0,滋賀県,POINT (136.0423359 35.3519223),"高島市, 滋賀県, 日本"
柳田國男,福崎町,189106.0,兵庫県,POINT (134.7598595 34.9501589),"福崎町, 神崎郡, 兵庫県, 日本"
正力松太郎,射水市,189103.0,富山県,POINT (137.0753818 36.7304657),"射水市, 富山県, 日本"
在原業平,天理市,188692.0,奈良県,POINT (135.8373696 34.5965738),"天理市, 奈良県, 日本"
ザ・ピーナッツ,常滑市,188616.0,愛知県,POINT (136.838323 34.895858),"常滑市, 愛知県, 日本"
松田里奈,延岡市,188561.0,宮崎県,POINT (131.6649034 32.5823063),"延岡市, 宮崎県, 日本"
有森也実,鹿島市,188266.0,佐賀県,POINT (130.0985169 33.1039529),"鹿島市, 佐賀県, 日本"
角松敏生,加茂市,188135.0,新潟県,POINT (139.04018 37.6661851),"加茂市, 新潟県, 日本"
たてかべ和也,喜茂別町,188054.0,北海道,POINT (140.9344304 42.7955359),"喜茂別町, 虻田郡, 後志総合振興局, 北海道, 日本"
藤田菜七子,守谷市,187809.0,茨城県,POINT (139.9754981 35.9510096),"守谷市, 茨城県, 日本"
松岡利勝,阿蘇市,187634.0,熊本県,POINT (131.1214674 32.9524903),"阿蘇市, 熊本県, 日本"
大友康平,越生町,187246.0,埼玉県,POINT (139.2941313 35.9645056),"越生町, 入間郡, 埼玉県, 日本"
川越美和,錦江町,187072.0,鹿児島県,POINT (130.865345 31.217445),"錦江町, 肝属郡, 鹿児島県, 日本"
江越大賀,南島原市,185150.0,長崎県,POINT (130.2976992 32.6597338),"南島原市, 長崎県, 日本"
米内光政,釧路町,185002.0,北海道,POINT (144.4662534 42.9959535),"釧路町, 釧路郡, 釧路総合振興局, 北海道, 日本"
五味隆典,愛川町,184317.0,神奈川県,POINT (139.297795 35.532347),"愛川町, 愛甲郡, 神奈川県, 日本"
葛山信吾,亀山市,184266.0,三重県,POINT (136.446694 34.8619883),"亀山市, 三重県, 日本"
安原義人,相生市,184158.0,兵庫県,POINT (134.4719626 34.8097456),"相生市, 兵庫県, 日本"
鈴木絢音,大潟村,182460.0,秋田県,POINT (139.9600154 40.0177896),"大潟村, 南秋田郡, 秋田県, 010-0442, 日本"
中上真亜子,宇城市,182431.0,熊本県,POINT (130.6839693 32.647181),"宇城市, 熊本県, 日本"
浅沼稲次郎,三宅村,180979.0,東京都,POINT (139.4799509 34.0759682),"三宅村, 三宅支庁, 東京都, 日本"
井森美幸,下仁田町,180102.0,群馬県,POINT (138.7890443 36.2125268),"下仁田町, 甘楽郡, 群馬県, 370-2601, 日本"
宮下兼史鷹,玉村町,180058.0,群馬県,POINT (139.1150254 36.3044243),"玉村町, 佐波郡, 群馬県, 日本"
安彦良和,遠軽町,178856.0,北海道,POINT (143.5278996 44.0614824),"遠軽町, 紋別郡, オホーツク総合振興局, 北海道, 日本"
原口文仁,寄居町,176156.0,埼玉県,POINT (139.1927779 36.1182741),"寄居町, 大里郡, 埼玉県, 日本"
池内博之,ひたちなか市,175830.0,茨城県,POINT (140.5353397 36.3961235),"ひたちなか市, 茨城県, 日本"
小林多喜二,大館市,175575.0,秋田県,POINT (140.5652404 40.2716953),"大館市, 秋田県, 日本"
五月みどり,舟形町,175444.0,山形県,POINT (140.3198702 38.6913419),"舟形町, 最上郡, 山形県, 日本"
