name,place,sum_views,pref,geometry,address
りんたろー。,紋別市,603226.0,北海道,POINT (143.3545224 44.3565151),"紋別市, オホーツク総合振興局, 北海道, 日本"
森迫永依,印西市,600575.0,千葉県,POINT (140.1452981 35.8322582),"印西市, 千葉県, 日本"
千代の富士貢,福島町,599148.0,北海道,POINT (140.2508772 41.4839424),"福島町, 松前郡, 渡島総合振興局, 北海道, 日本"
松田宣浩,草津市,597599.0,滋賀県,POINT (135.9507855 35.0340345),"草津市, 滋賀県, 日本"
笹川良一,太田市,596680.0,群馬県,POINT (139.3754233 36.2911561),"太田市, 群馬県, 日本"
田中角栄,柏崎市,595888.0,新潟県,POINT (138.5591406 37.3719095),"柏崎市, 新潟県, 日本"
沢村一樹,南砺市,595183.0,富山県,POINT (136.9192079 36.5882176),"南砺市, 富山県, 日本"
千賀滉大,蒲郡市,593161.0,愛知県,POINT (137.225163 34.833929),"蒲郡市, 愛知県, 日本"
伊勢谷友介,香南市,591802.0,高知県,POINT (133.7006682 33.5644902),"香南市, 高知県, 日本"
堂本光一,芦屋市,590259.0,兵庫県,POINT (135.3069326 34.7324313),"芦屋市, 兵庫県, 659-8501, 日本"
副島萌生,弘前市,589806.0,青森県,POINT (140.4640389 40.6030543),"弘前市, 青森県, 日本"
緑川光,大田原市,589765.0,栃木県,POINT (140.0154048 36.87103),"大田原市, 栃木県, 日本"
川島明,宇治市,588565.0,京都府,POINT (135.8059219 34.8933744),"宇治市, 京都府, 611-0021, 日本"
東ブクロ,茨木市,587655.0,大阪府,POINT (135.5539509 34.834009),"茨木市, 大阪府, 日本"
坂本龍一,朝倉市,587086.0,福岡県,POINT (130.6657037 33.4234248),"朝倉市, 福岡県, 日本"
犬養毅,富士見町,587067.0,長野県,POINT (138.2026202 35.9083257),"富士見町, 諏訪郡, 長野県, 日本"
櫻井翔,港区,585880.0,東京都,POINT (139.7400553 35.6432274),"港区, 東京都, 日本"
櫻井翔,前橋市,585880.0,群馬県,POINT (139.0632826 36.3893418),"前橋市, 群馬県, 日本"
はじめしゃちょー,砺波市,583568.0,富山県,POINT (136.9468199 36.6364136),"砺波市, 富山県, 日本"
柳楽優弥,東大和市,583289.0,東京都,POINT (139.428831 35.740869),"東大和市, 東京都, 日本"
中村俊輔,喜多方市,582789.0,福島県,POINT (139.8749387 37.6508057),"喜多方市, 福島県, 日本"
井上咲楽,益子町,582101.0,栃木県,POINT (140.0935974 36.4673502),"益子町, 芳賀郡, 栃木県, 321-4217, 日本"
東国原英夫,曽於市,579099.0,鹿児島県,POINT (131.0194108 31.6535068),"曽於市, 鹿児島県, 日本"
東国原英夫,都城市,579099.0,宮崎県,POINT (131.0612029 31.7196106),"都城市, 宮崎県, 885-8555, 日本"
力道山,大村市,578843.0,長崎県,POINT (129.9585055 32.9002281),"大村市, 長崎県, 日本"
島田紳助,垂井町,576432.0,岐阜県,POINT (136.5289757 35.3710254),"垂井町, 不破郡, 岐阜県, 日本"
上杉謙信,米沢市,574967.0,山形県,POINT (140.1166276 37.9222426),"米沢市, 山形県, 日本"
竹内幸輔,大仙市,571026.0,秋田県,POINT (140.4757635 39.4530067),"大仙市, 秋田県, 日本"
加藤綾子,三郷市,570564.0,埼玉県,POINT (139.8726811 35.8289993),"三郷市, 埼玉県, 日本"
浜田靖一,富津市,566187.0,千葉県,POINT (139.93408315205562 35.24592135),"マザー 牧場, 千葉県富津市, 田倉940-3, 林道鹿野山1号線, 桜井総稱鬼泪山, 富津市, 千葉県, 299-1115, 日本"
ジャイアント馬場,三条市,565952.0,新潟県,POINT (138.9613971 37.6361174),"三条市, 新潟県, 日本"
壇蜜,横手市,565200.0,秋田県,POINT (140.5667433 39.3137847),"横手市, 秋田県, 日本"
夏目雅子,防府市,562453.0,山口県,POINT (131.5629141 34.0517226),"防府市, 山口県, 日本"
上原多香子,豊見城市,560303.0,沖縄県,POINT (127.6863791 26.1772381),"豊見城市, 沖縄県, 901-0292, 日本"
堤真一,あさぎり町,559133.0,熊本県,POINT (130.9216815 32.220852),"あさぎり町, 球磨郡, 熊本県, 868-0431, 日本"
中嶋聡,北秋田市,558074.0,秋田県,POINT (140.3709149 40.2259431),"北秋田市, 秋田県, 日本"
松下奈緒,川西市,556818.0,兵庫県,POINT (135.4147005 34.8699135),"川西市, 兵庫県, 日本"
松下奈緒,生駒市,556818.0,奈良県,POINT (135.6961681 34.6915267),"生駒市, 奈良県, 日本"
野村克也,京丹後市,554034.0,京都府,POINT (135.0434555 35.6455135),"京丹後市, 京都府, 日本"
大悟 (お笑い芸人),笠岡市,553048.0,岡山県,POINT (133.5074654 34.5071461),"笠岡市, 岡山県, 日本"
津川雅彦,常陸大宮市,549147.0,茨城県,POINT (140.4116172 36.5429197),"常陸大宮市, 茨城県, 日本"
ZAZY,泉南市,548686.0,大阪府,POINT (135.2739742 34.3657277),"泉南市, 大阪府, 日本"
森山良子,苅田町,544075.0,福岡県,POINT (130.9805568 33.7757075),"苅田町, 京都郡, 福岡県, 800-0334, 日本"
小倉唯,みどり市,542115.0,群馬県,POINT (139.2810931 36.3948024),"みどり市, 群馬県, 日本"
忌野清志郎,日野市,539185.0,東京都,POINT (139.4147051 35.6610715),"日野市, 東京都, 日本"
西野未姫,伊東市,539081.0,静岡県,POINT (139.087685 34.926734),"伊東市, 静岡県, 日本"
長谷部誠,藤枝市,537608.0,静岡県,POINT (138.2577222 34.8674167),"藤枝市, 静岡県, 日本"
古川登志夫,栃木市,537335.0,栃木県,POINT (139.733591 36.3818177),"栃木市, 栃木県, 日本"
高梨沙羅,上川町,536496.0,北海道,POINT (142.7703884 43.8470396),"上川町, 上川郡(石狩国), 上川総合振興局, 北海道, 日本"
ノブ (お笑い芸人),井原市,536495.0,岡山県,POINT (133.4638294 34.5976515),"井原市, 岡山県, 日本"
お見送り芸人しんいち,大東市,534690.0,大阪府,POINT (135.635478 34.710679),"大東市, 大阪府, 日本"
錦戸亮,門真市,533669.0,大阪府,POINT (135.59691 34.728801),"門真市, 大阪府, 日本"
中川昭一,広尾町,532602.0,北海道,POINT (143.3115485 42.2857998),"広尾町, 広尾郡, 十勝総合振興局, 北海道, 日本"
森英恵,吉賀町,532219.0,島根県,POINT (131.935104 34.353499),"吉賀町, 鹿足郡, 島根県, 699-5301, 日本"
いしだあゆみ,大牟田市,524450.0,福岡県,POINT (130.464155 33.047013),"大牟田市, 福岡県, 日本"
いしだあゆみ,池田市,524450.0,大阪府,POINT (135.433332 34.819371),"池田市, 大阪府, 日本"
田中卓志,川越市,522867.0,埼玉県,POINT (139.4856927 35.9251145),"川越市, 埼玉県, 日本"
田中卓志,府中市,522867.0,広島県,POINT (133.2366327 34.5683141),"府中市, 広島県, 726-0004, 日本"
古田敦也,鬼北町,522036.0,愛媛県,POINT (132.6922567 33.2534661),"鬼北町, 北宇和郡, 愛媛県, 日本"
宇梶剛士,浦河町,520253.0,北海道,POINT (142.7680974 42.1684998),"浦河町, 浦河郡, 日高振興局, 北海道, 057-0171, 日本"
吹石一恵,みなべ町,518510.0,和歌山県,POINT (135.321991 33.7723688),"みなべ町, 日高郡, 和歌山県, 日本"
吹石一恵,香芝市,518510.0,奈良県,POINT (135.6988328 34.5415175),"香芝市, 奈良県, 日本"
今井雅之,豊岡市,516675.0,兵庫県,POINT (134.8201126 35.5446737),"豊岡市, 兵庫県, 日本"
いしだ壱成,白山市,516573.0,石川県,POINT (136.5658067 36.5143504),"白山市, 石川県, 日本"
篠田麻里子,糸島市,516342.0,福岡県,POINT (130.1955242 33.5572419),"糸島市, 福岡県, 日本"
及川光博,北上市,515745.0,岩手県,POINT (141.1135121 39.2866832),"北上市, 岩手県, 日本"
及川光博,大蔵村,515745.0,山形県,POINT (140.2304325 38.7041115),"大蔵村, 最上郡, 山形県, 日本"
高畑淳子,善通寺市,515276.0,香川県,POINT (133.7613603 34.2194913),"善通寺市, 香川県, 日本"
青木崇高,八尾市,512898.0,大阪府,POINT (135.605845 34.626275),"八尾市, 大阪府, 日本"
小倉優子,茂原市,512318.0,千葉県,POINT (140.2880753 35.4285094),"茂原市, 千葉県, 日本"
若槻千夏,吉見町,511107.0,埼玉県,POINT (139.4535343 36.0398422),"吉見町, 比企郡, 埼玉県, 日本"
小野田寛郎,海南市,510408.0,和歌山県,POINT (135.2092791 34.1548656),"海南市, 和歌山県, 日本"
湯浅京己,尾鷲市,510389.0,三重県,POINT (136.1911394 34.0707815),"尾鷲市, 三重県, 日本"
原辰徳,鳥栖市,504500.0,佐賀県,POINT (130.5061966 33.3778536),"鳥栖市, 佐賀県, 日本"
岡本和真,五條市,502378.0,奈良県,POINT (135.693596 34.351939),"五條市, 奈良県, 日本"
内海哲也,城陽市,501581.0,京都府,POINT (135.798831 34.8457965),"城陽市, 京都府, 日本"
草彅剛,西予市,499028.0,愛媛県,POINT (132.5109394 33.3625533),"西予市, 愛媛県, 日本"
モモ (歌手),京田辺市,496630.0,京都府,POINT (135.760651 34.8029175),"京田辺市, 京都府, 日本"
時任三郎,松原市,496599.0,大阪府,POINT (135.546552 34.580779),"松原市, 大阪府, 日本"
志村正彦,富士吉田市,493786.0,山梨県,POINT (138.8078281 35.4874565),"富士吉田市, 山梨県, 日本"
吉井理人,有田川町,493376.0,和歌山県,POINT (135.2159129 34.0580409),"有田川町, 有田郡, 和歌山県, 日本"
横井庄一,愛西市,492608.0,愛知県,POINT (136.727208 35.142205),"愛西市, 愛知県, 日本"
伊東四朗,牧之原市,490892.0,静岡県,POINT (138.18517 34.718766),"牧之原市, 静岡県, 日本"
設楽統,佐賀市,488853.0,佐賀県,POINT (130.3008378 33.2639134),"佐賀市, 佐賀県, 日本"
設楽統,皆野町,488853.0,埼玉県,POINT (139.0986454 36.0708269),"皆野町, 秩父郡, 埼玉県, 日本"
森鷗外,津和野町,483403.0,島根県,POINT (131.7752911 34.4692243),"津和野町, 鹿足郡, 島根県, 日本"
藤あや子,仙北市,481592.0,秋田県,POINT (140.730767 39.7000816),"仙北市, 秋田県, 日本"
牧秀悟,中野市,481045.0,長野県,POINT (138.3534521 36.7599193),"中野市, 長野県, 日本"
坂本九,かすみがうら市,478782.0,茨城県,POINT (140.2370869 36.1517369),"かすみがうら市, 茨城県, 日本"
ヒロシ,荒尾市,478415.0,熊本県,POINT (130.4334027 32.9867584),"荒尾市, 熊本県, 日本"
辻元清美,大淀町,478278.0,奈良県,POINT (135.7976916 34.3952153),"大淀町, 吉野郡, 奈良県, 日本"
楠木正成,千早赤阪村,476848.0,大阪府,POINT (135.6355063 34.4388246),"千早赤阪村, 南河内郡, 大阪府, 日本"
馳浩,小矢部市,476562.0,富山県,POINT (136.8688637 36.6755895),"小矢部市, 富山県, 日本"
浜田省吾,竹原市,470076.0,広島県,POINT (132.9070476 34.3418377),"竹原市, 広島県, 日本"
藤原紀香,岩出市,468953.0,和歌山県,POINT (135.3112418 34.2558554),"岩出市, 和歌山県, 日本"
柴崎岳,野辺地町,468124.0,青森県,POINT (141.1289264 40.864452),"野辺地町, 上北郡, 青森県, 日本"
内村光良,人吉市,467637.0,熊本県,POINT (130.7628078 32.2100964),"人吉市, 熊本県, 868-8601, 日本"
筒香嘉智,橋本市,466582.0,和歌山県,POINT (135.6190034 34.3258291),"橋本市, 和歌山県, 日本"
堺雅人,宮崎市,465817.0,宮崎県,POINT (131.4204022 31.9076334),"宮崎市, 宮崎県, 880-8505, 日本"
石塚運昇,勝山市,461324.0,福井県,POINT (136.5007964 36.060766),"勝山市, 福井県, 日本"
山﨑颯一郎,加賀市,460149.0,石川県,POINT (136.3151159 36.3027624),"加賀市, 石川県, 日本"
吉田輝星,潟上市,459440.0,秋田県,POINT (140.0132252 39.8572974),"潟上市, 秋田県, 日本"
渋川清彦,渋川市,457036.0,群馬県,POINT (139.0001287 36.4894606),"渋川市, 群馬県, 日本"
小坂流加,三島市,455700.0,静岡県,POINT (138.948903 35.147361),"三島市, 静岡県, 日本"
寺脇康文,羽島市,454703.0,岐阜県,POINT (136.7034315 35.3199495),"羽島市, 岐阜県, 501-6295, 日本"
ASKA,大野城市,453867.0,福岡県,POINT (130.488786 33.547399),"大野城市, 福岡県, 日本"
ASKA,千歳市,453867.0,北海道,POINT (141.6509612 42.8209335),"千歳市, 石狩振興局, 北海道, 日本"
武蔵坊弁慶,田辺市,453093.0,和歌山県,POINT (135.3777917 33.7278991),"田辺市, 和歌山県, 646-8545, 日本"
野際陽子,津幡町,451809.0,石川県,POINT (136.7336583 36.6663764),"津幡町, 河北郡, 石川県, 929-0319, 日本"
宮市亮,岡崎市,451420.0,愛知県,POINT (137.260842 34.950974),"岡崎市, 愛知県, 日本"
LUNA SEA,大和市,450561.0,神奈川県,POINT (139.4607583 35.4726896),"大和市, 神奈川県, 日本"
久野静香,大府市,450283.0,愛知県,POINT (136.954545 35.0165825),"大府市, 愛知県, 日本"
徳光和夫,江差町,450201.0,北海道,POINT (140.1272235 41.8690714),"江差町, 檜山郡, 檜山振興局, 北海道, 043-0063, 日本"
佐藤輝明,村田町,449305.0,宮城県,POINT (140.7225272 38.1185346),"村田町, 柴田郡, 宮城県, 日本"
GACKT,沖縄市,448657.0,沖縄県,POINT (127.8056597 26.3343738),"沖縄市, 沖縄県, 日本"
GACKT,栗東市,448657.0,滋賀県,POINT (135.9836707 35.0257669),"栗東市, 滋賀県, 日本"
井上陽水,糸田町,447107.0,福岡県,POINT (130.7794018 33.6582519),"糸田町, 田川郡, 福岡県, 日本"
菊池常利,矢祭町,446318.0,福島県,POINT (140.4252144 36.8718111),"矢祭町, 東白川郡, 福島県, 日本"
田中哲司,鈴鹿市,443913.0,三重県,POINT (136.5836516 34.8817102),"鈴鹿市, 三重県, 日本"
河北麻友子,今治市,443114.0,愛媛県,POINT (132.9976758 34.0658182),"今治市, 愛媛県, 日本"
上沼恵美子,南あわじ市,441360.0,兵庫県,POINT (134.762265 34.2556695),"南あわじ市, 兵庫県, 日本"
皆藤愛子,真岡市,437406.0,栃木県,POINT (140.0131578 36.4404452),"真岡市, 栃木県, 日本"
皆藤愛子,四街道市,437406.0,千葉県,POINT (140.1679445 35.6696551),"四街道市, 千葉県, 日本"
柳生博,阿見町,437385.0,茨城県,POINT (140.2136028 36.030794),"阿見町, 稲敷郡, 茨城県, 日本"
藤森慎吾,諏訪市,436127.0,長野県,POINT (138.114118 36.03209),"諏訪市, 長野県, 日本"
高岸宏行,西条市,435291.0,愛媛県,POINT (133.1813268 33.9194466),"西条市, 愛媛県, 日本"
北大路欣也,丸亀市,434269.0,香川県,POINT (133.7982421 34.2888128),"丸亀市, 香川県, 日本"
仲村トオル,流山市,431643.0,千葉県,POINT (139.9026259 35.8562314),"流山市, 千葉県, 日本"
金子千尋,長野市,431154.0,長野県,POINT (138.1947664 36.6485851),"長野市, 長野県, 日本"
STU48,宇和島市,430662.0,愛媛県,POINT (132.5606514 33.2232315),"宇和島市, 愛媛県, 798-8601, 日本"
戸松遥,一宮市,430357.0,愛知県,POINT (136.806915 35.304878),"一宮市, 愛知県, 日本"
羽鳥慎一,上尾市,430251.0,埼玉県,POINT (139.5930504 35.9774082),"上尾市, 埼玉県, 日本"
小林稔侍,かつらぎ町,428860.0,和歌山県,POINT (135.5043891 34.2967556),"かつらぎ町, 伊都郡, 和歌山県, 日本"
桜井幸子,大網白里市,428458.0,千葉県,POINT (140.3208929 35.5216038),"大網白里市, 千葉県, 日本"
天才ピアニスト,大和高田市,428378.0,奈良県,POINT (135.7364961 34.5150901),"大和高田市, 奈良県, 日本"
松本清張,日南町,428036.0,鳥取県,POINT (133.3061312 35.1633494),"日南町, 日野郡, 鳥取県, 日本"
速水もこみち,かほく市,427357.0,石川県,POINT (136.7195952 36.7498188),"かほく市, 石川県, 日本"
伊野尾慧,入間市,426321.0,埼玉県,POINT (139.3909293 35.8358142),"入間市, 埼玉県, 日本"
水木しげる,境港市,425131.0,鳥取県,POINT (133.2318575 35.5391751),"境港市, 鳥取県, 日本"
村下孝蔵,水俣市,424793.0,熊本県,POINT (130.4087616 32.2123376),"水俣市, 熊本県, 867-0035, 日本"
松岡充,小野市,422164.0,兵庫県,POINT (134.9547785 34.861365),"小野市, 兵庫県, 675-1378, 日本"
赤星憲広,刈谷市,419901.0,愛知県,POINT (137.002791 34.974678),"刈谷市, 愛知県, 日本"
前田健太,忠岡町,418690.0,大阪府,POINT (135.400679 34.490529),"忠岡町, 泉北郡, 大阪府, 日本"
長州力,周南市,416406.0,山口県,POINT (131.8064092 34.0550595),"周南市, 山口県, 745-0801, 日本"
野口聡一,太子町,413667.0,兵庫県,POINT (134.5938075 34.833372),"太子町, 揖保郡, 兵庫県, 日本"
和田正人,土佐町,413450.0,高知県,POINT (133.5593578 33.7498215),"土佐町, 土佐郡, 高知県, 日本"
千葉繁,菊池市,412380.0,熊本県,POINT (130.8131987 32.9798234),"菊池市, 熊本県, 日本"
内山理名,南足柄市,408385.0,神奈川県,POINT (139.0992405 35.3205738),"南足柄市, 神奈川県, 日本"
藤岡弘、,久万高原町,407039.0,愛媛県,POINT (132.9008253 33.6602974),"久万高原町, 上浮穴郡, 愛媛県, 791-1202, 日本"
優香,あきる野市,404799.0,東京都,POINT (139.217028 35.731042),"あきる野市, 東京都, 日本"
鈴木俊一 (衆議院議員),山田町,403960.0,岩手県,POINT (141.9490556 39.4676541),"山田町, 下閉伊郡, 岩手県, 日本"
大久保佳代子,田原市,402757.0,愛知県,POINT (137.183207 34.639112),"田原市, 愛知県, 441-3492, 日本"
西田敏行,和泉市,402532.0,大阪府,POINT (135.474789 34.43108),"和泉市, 大阪府, 日本"
かたせ梨乃,東伊豆町,402172.0,静岡県,POINT (139.035878 34.801476),"東伊豆町, 賀茂郡, 静岡県, 日本"
乾貴士,近江八幡市,398204.0,滋賀県,POINT (136.0687365 35.1527915),"近江八幡市, 滋賀県, 日本"
三浦友和,甲州市,397885.0,山梨県,POINT (138.793924 35.726318),"甲州市, 山梨県, 日本"
島崎和歌子,南国市,397746.0,高知県,POINT (133.6413009 33.5755463),"南国市, 高知県, 日本"
西川遥輝,紀の川市,397231.0,和歌山県,POINT (135.3636692 34.2697102),"紀の川市, 和歌山県, 日本"
井口資仁,西東京市,397011.0,東京都,POINT (139.550228 35.73546),"西東京市, 東京都, 日本"
荒川静香,利府町,393900.0,宮城県,POINT (140.9753442 38.3301406),"利府町, 宮城郡, 宮城県, 日本"
葛城ユキ,高梁市,391993.0,岡山県,POINT (133.6169111 34.7908975),"高梁市, 岡山県, 日本"
八木莉可子,守山市,385121.0,滋賀県,POINT (135.9677855 35.0852735),"守山市, 滋賀県, 日本"
平林都,若桜町,383400.0,鳥取県,POINT (134.4010412 35.339962),"若桜町, 八頭郡, 鳥取県, 日本"
三遊亭好楽,菊陽町,382542.0,熊本県,POINT (130.8114705 32.8594165),"菊陽町, 菊池郡, 熊本県, 869-1103, 日本"
磯山さやか,鉾田市,381955.0,茨城県,POINT (140.5165158 36.1585645),"鉾田市, 茨城県, 日本"
今村翔吾,木津川市,381405.0,京都府,POINT (135.848026 34.75455),"木津川市, 京都府, 日本"
堀内詔子,笛吹市,381343.0,山梨県,POINT (138.6393992 35.6485474),"笛吹市, 山梨県, 日本"
麻生久美子,山武市,380388.0,千葉県,POINT (140.4134292 35.602875),"山武市, 千葉県, 日本"
中山秀征,藤岡市,380004.0,群馬県,POINT (139.0745021 36.258633),"藤岡市, 群馬県, 日本"
北島三郎,知内町,379519.0,北海道,POINT (140.4187553 41.5982762),"知内町, 上磯郡, 渡島総合振興局, 北海道, 日本"
ELLY,三沢市,378664.0,青森県,POINT (141.3692113 40.6829377),"三沢市, 青森県, 033-0001, 日本"
伊能忠敬,横芝光町,378124.0,千葉県,POINT (140.5048541 35.66582),"横芝光町, 山武郡, 千葉県, 日本"
中島久美子,松本市,375199.0,長野県,POINT (137.9687141 36.2382047),"松本市, 長野県, 日本"
岩瀬仁紀,西尾市,374595.0,愛知県,POINT (137.069626 34.822498),"西尾市, 愛知県, 日本"
朝比奈彩,洲本市,374132.0,兵庫県,POINT (134.859985 34.3389909),"洲本市, 兵庫県, 日本"
加藤剛,御前崎市,373964.0,静岡県,POINT (138.146936 34.647956),"御前崎市, 静岡県, 437-1612, 日本"
JUJU,庄原市,373335.0,広島県,POINT (133.0166674 34.8578347),"庄原市, 広島県, 日本"
赤松健,東久留米市,372468.0,東京都,POINT (139.519089 35.752546),"東久留米市, 東京都, 日本"
江戸川乱歩,守口市,369818.0,大阪府,POINT (135.566663 34.746898),"守口市, 大阪府, 日本"
江戸川乱歩,名張市,369818.0,三重県,POINT (136.1086582 34.6279243),"名張市, 三重県, 日本"
井戸田潤,小牧市,369481.0,愛知県,POINT (136.934098 35.3066073),"小牧市, 愛知県, 日本"
川崎鷹也,那須塩原市,368592.0,栃木県,POINT (140.0467207 36.9621788),"那須塩原市, 栃木県, 日本"
葛西紀明,下川町,368311.0,北海道,POINT (142.634994 44.3026021),"下川町, 上川郡(天塩国), 上川総合振興局, 北海道, 日本"
鈴木宗男,栗原市,367698.0,宮城県,POINT (141.0209417 38.7300697),"栗原市, 宮城県, 日本"
鈴木宗男,足寄町,367698.0,北海道,POINT (143.5538816 43.2448288),"足寄町, 足寄郡, 十勝総合振興局, 北海道, 089-3725, 日本"
角中勝也,七尾市,367382.0,石川県,POINT (136.946461 37.0521078),"七尾市, 石川県, 日本"
林家木久扇,八戸市,366541.0,青森県,POINT (141.4882959 40.5122388),"八戸市, 青森県, 日本"
酒井法子,狭山市,366116.0,埼玉県,POINT (139.4122999 35.8528971),"狭山市, 埼玉県, 日本"
若嶋津六夫,中種子町,366069.0,鹿児島県,POINT (130.9585896 30.5333044),"中種子町, 熊毛郡, 鹿児島県, 日本"
ケンドーコバヤシ,美作市,365719.0,岡山県,POINT (134.1485964 35.0085854),"美作市, 岡山県, 日本"
羽田美智子,常総市,365253.0,茨城県,POINT (139.9938714 36.0235685),"常総市, 茨城県, 日本"
太田光,ふじみ野市,364502.0,埼玉県,POINT (139.519616 35.8795476),"ふじみ野市, 埼玉県, 日本"
太田光,上越市,364502.0,新潟県,POINT (138.2359501 37.1478816),"上越市, 新潟県, 日本"
野口五郎,美濃市,363902.0,岐阜県,POINT (136.9075182 35.5442619),"美濃市, 岐阜県, 日本"
石井竜也,いわき市,363178.0,福島県,POINT (140.8876338 37.0504227),"いわき市, 福島県, 日本"
石井竜也,北茨城市,363178.0,茨城県,POINT (140.7513188 36.8018507),"北茨城市, 茨城県, 日本"
武田鉄矢,小国町,362379.0,熊本県,POINT (131.075741 33.144624),"小国町, 阿蘇郡, 熊本県, 日本"
青山剛昌,北栄町,360515.0,鳥取県,POINT (133.7586172 35.4899567),"北栄町, 東伯郡, 鳥取県, 日本"
加藤あい,清須市,360104.0,愛知県,POINT (136.845107 35.21595),"清須市, 愛知県, 日本"
賀喜遥香,宇都宮市,359511.0,栃木県,POINT (139.8828776 36.5549677),"宇都宮市, 栃木県, 日本"
橋本龍太郎,総社市,357404.0,岡山県,POINT (133.7466763 34.6728162),"総社市, 岡山県, 日本"
南條愛乃,焼津市,357128.0,静岡県,POINT (138.30381 34.830312),"焼津市, 静岡県, 日本"
博多大吉,古賀市,357044.0,福岡県,POINT (130.4701731 33.728578),"古賀市, 福岡県, 811-3114, 日本"
本木雅弘,桶川市,356188.0,埼玉県,POINT (139.541356 36.002152),"桶川市, 埼玉県, 日本"
室伏広治,豊田市,355424.0,愛知県,POINT (137.301478 35.15195),"豊田市, 愛知県, 日本"
イモトアヤコ,伯耆町,354327.0,鳥取県,POINT (133.407251 35.3855839),"伯耆町, 西伯郡, 鳥取県, 日本"
山口智充,四條畷市,354179.0,大阪府,POINT (135.674005 34.730447),"四條畷市, 大阪府, 日本"
大竹しのぶ,毛呂山町,352516.0,埼玉県,POINT (139.316039 35.9415688),"毛呂山町, 入間郡, 埼玉県, 350-0446, 日本"
大竹しのぶ,見附市,352516.0,新潟県,POINT (138.9126572 37.53145),"見附市, 新潟県, 954-0111, 日本"
大竹しのぶ,塩竈市,352516.0,宮城県,POINT (141.0218221 38.3143384),"塩竈市, 宮城県, 日本"
橋本真也,土岐市,352410.0,岐阜県,POINT (137.1834191 35.3524854),"土岐市, 岐阜県, 日本"
北斗晶,吉川市,351615.0,埼玉県,POINT (139.854504 35.8962831),"吉川市, 埼玉県, 日本"
島袋寛子,宜野湾市,351545.0,沖縄県,POINT (127.7784916 26.2814968),"宜野湾市, 沖縄県, 901-2203, 日本"
松井裕樹,岡垣町,351033.0,福岡県,POINT (130.6117027 33.8534538),"岡垣町, 遠賀郡, 福岡県, 811-4223, 日本"
役所広司,諫早市,349249.0,長崎県,POINT (130.0530537 32.843426),"諫早市, 長崎県, 日本"
佐野史郎,山梨市,348783.0,山梨県,POINT (138.6871263 35.6928452),"山梨市, 山梨県, 日本"
夢眠ねむ,伊賀市,347849.0,三重県,POINT (136.1423355 34.7497761),"伊賀市, 三重県, 日本"
鈴井貴之,最上町,347307.0,山形県,POINT (140.5193923 38.758369),"最上町, 最上郡, 山形県, 日本"
鈴井貴之,赤平市,347307.0,北海道,POINT (142.0440317 43.5578505),"赤平市, 空知総合振興局, 北海道, 079-1143, 日本"
大久保博元,大洗町,345915.0,茨城県,POINT (140.5747222 36.3133375),"大洗町, 東茨城郡, 茨城県, 日本"
畑野ひろ子,松伏町,343599.0,埼玉県,POINT (139.8158814 35.9261958),"松伏町, 北葛飾郡, 埼玉県, 日本"
丸佳浩,勝浦市,343042.0,千葉県,POINT (140.3207449 35.1521846),"勝浦市, 千葉県, 日本"
大杉栄,新発田市,342486.0,新潟県,POINT (139.3271831 37.9478881),"新発田市, 新潟県, 957-0061, 日本"
福井優也,西粟倉村,341842.0,岡山県,POINT (134.3365858 35.171453),"西粟倉村, 英田郡, 岡山県, 日本"
相田翔子,田村市,341391.0,福島県,POINT (140.5764547 37.4405603),"田村市, 福島県, 日本"
毛利元就,安芸高田市,339106.0,広島県,POINT (132.6775 34.70296),"安芸高田市, 広島県, 731-0612, 日本"
椋木蓮,山陽小野田市,338213.0,山口県,POINT (131.1819289 34.0030045),"山陽小野田市, 山口県, 日本"
司馬遼太郎,葛城市,338132.0,奈良県,POINT (135.7266816 34.4888006),"葛城市, 奈良県, 日本"
布施明,調布市,337206.0,東京都,POINT (139.554815 35.660036),"調布市, 東京都, 日本"
広瀬香美,筑紫野市,335505.0,福岡県,POINT (130.5156215 33.4966524),"筑紫野市, 福岡県, 日本"
吉野北人,小林市,335102.0,宮崎県,POINT (130.9731456 31.9966841),"小林市, 宮崎県, 日本"
せいや,四国中央市,334435.0,愛媛県,POINT (133.5499338 33.980744),"四国中央市, 愛媛県, 日本"
三沢光晴,夕張市,334109.0,北海道,POINT (141.9739081 43.0563455),"夕張市, 空知総合振興局, 北海道, 日本"
赤塚不二夫,大和郡山市,333324.0,奈良県,POINT (135.7825993 34.6493433),"大和郡山市, 奈良県, 日本"
大山悠輔,下妻市,330003.0,茨城県,POINT (139.9672418 36.1843552),"下妻市, 茨城県, 日本"
小日向文世,三笠市,328776.0,北海道,POINT (141.8746092 43.2457557),"三笠市, 空知総合振興局, 北海道, 068-2156, 日本"
吉田類,仁淀川町,325978.0,高知県,POINT (133.1674154 33.5750985),"仁淀川町, 吾川郡, 高知県, 日本"
久保優太,立川市,325410.0,東京都,POINT (139.404766 35.724463),"立川市, 東京都, 日本"
上村愛子,白馬村,324535.0,長野県,POINT (137.862068 36.6981042),"白馬村, 北安曇郡, 長野県, 日本"
榊原信行,半田市,324156.0,愛知県,POINT (136.9369523 34.8938136),"半田市, 愛知県, 日本"
今井美樹,高鍋町,324098.0,宮崎県,POINT (131.4933645 32.1294685),"高鍋町, 児湯郡, 宮崎県, 日本"
